id,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,date_time,description_tokens
1436,,,,,,,,,Data Analyst,Midtown Consulting Group,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,00:18.9,['sql']
1437,77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Colwich, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:30.2,"['jira', 'tableau', 'microstrategy', 'sql']"
1438,,,,,,,,,Internship:  Materials Management Data Analyst,Vanderlande Careers,United States,via Vanderlande Careers,"['4 hours ago', 'Full-time']",4 hours ago,Full-time,,00:35.9,[]
1439,,,,,,,,,IT Data Analyst Intern - PMO,COMMERCE BANK,"Kansas City, MO",via Big Country Jobs,"['12 hours ago', 'Full-time']",12 hours ago,Full-time,,19:22.5,"['outlook', 'azure', 'sql', 'power_bi', 'excel']"
1440,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Auxvasse, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:34.3,[]
1441,,,,,,,,,Jr. Data Analyst,"Staffigo Technical Services, LLC",United States,via Adzuna,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,19:22.5,"['power_bi', 'excel', 'tableau']"
1442,,,,,,,,,Marketing Data Analyst,Semperis,Anywhere,via Indeed,"['4 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",4 hours ago,Full-time,True,00:34.3,"['power_bi', 'excel']"
1443,,,,,,,,,Data Analyst - Bank Operations,Jenius Bank,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,19:22.5,"['jira', 'tableau', 'sql', 'power_bi', 'python']"
1444,52 to 55,an hour,53.5,52.0,55.0,53.5,,111280.0,Data Analyst,S3 vision infotech,Anywhere,via Indeed,"['12 hours ago', '52 to 55 an hour', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,00:09.0,"['nosql', 'sql']"
1445,,,,,,,,,Senior Data Analyst - Transportation Optimization,Walmart,"Decatur, AR",via ZipRecruiter,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:12.3,"['tableau', 'spark', 'sql', 'power_bi', 'r', 'python', 'scala']"
1446,,,,,,,,,Data Analyst,Midtown Consulting Group,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,00:13.5,['sql']
1447,,,,,,,,,Data Analyst / E-Commerce Assistant Buyer,Upwork,Anywhere,via Upwork,"['5 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",5 hours ago,Contractor,True,00:15.8,"['looker', 'sql']"
1448,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Argyle, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:19.1,[]
1449,,,,,,,,,Jr. Data Analyst,"Staffigo Technical Services, LLC","Oklahoma City, OK",via Adzuna,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:19.1,"['power_bi', 'excel', 'tableau']"
1450,70K to 90K,a year,80000.0,70000.0,90000.0,,80000.0,80000.0,"Data Analyst, Onboarding",CooperSurgical,Anywhere,via Indeed,"['8 hours ago', '70K to 90K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",8 hours ago,Full-time,True,00:22.1,"['looker', 'tableau', 'sql', 'excel', 'r', 'python']"
1451,,,,,,,,,Data Analyst - Supply Chain,WebstaurantStore,Anywhere,via LinkedIn,"['13 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,True,00:22.1,"['sql', 'power_bi', 'excel', 'r', 'python']"
1452,77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:22.1,"['jira', 'tableau', 'microstrategy', 'sql']"
1453,50 to 60,an hour,55.0,50.0,60.0,55.0,,114400.0,Data Analyst,Insight Global,Anywhere,via LinkedIn,"['13 hours ago', '50 to 60 an hour', 'Work from home', 'Contractor', 'No degree mentioned', 'Health insurance']",13 hours ago,Contractor,True,00:27.3,"['sql', 'tableau', 'python']"
1454,,,,,,,,,Compensation & Data Analyst,American AgCredit,Anywhere,via Indeed,"['7 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,True,00:27.3,"['outlook', 'powerpoint', 'word', 'excel']"
1455,50 to 60,an hour,55.0,50.0,60.0,55.0,,114400.0,Data Analyst need for insurance technology company,Upwork,Anywhere,via Upwork,"['4 hours ago', '50 to 60 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",4 hours ago,Contractor,True,00:27.3,"['looker', 'sql', 'tableau']"
1456,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Warrensburg, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:27.3,[]
1457,140K to 150K,a year,145000.0,140000.0,150000.0,,145000.0,145000.0,Senior Data Analyst,Robert Half,Anywhere,via LinkedIn,"['2 hours ago', '140K to 150K a year', 'Work from home', 'Contractor', 'No degree mentioned']",2 hours ago,Contractor,True,00:28.9,"['sql', 'python']"
1458,77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Valley Center, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:28.9,"['jira', 'tableau', 'microstrategy', 'sql']"
1459,,,,,,,,,Data Analyst Intern,Dispatch,Anywhere,via Indeed,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:28.9,"['looker', 'tableau', 'sql', 'power_bi', 'excel']"
1460,,,,,,,,,"Data Analyst, Business Intelligence (CMDO)",Cityblock Health,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance']",10 hours ago,Full-time,True,00:30.4,"['looker', 'tableau', 'spreadsheet', 'sas', 'power_bi', 'sql']"
1461,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Fair Grove, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:30.4,[]
1462,,,,,,,,,R + Python Expert,Upwork,Anywhere,via Upwork,"['9 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,19:19.8,"['r', 'python']"
1463,,,,,,,,,Sr Data Analyst [1 year contract],Akkar,Anywhere,via LinkedIn,"['13 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,19:20.2,[]
1464,,,,,,,,,Budget Analyst - CTO,University of Oklahoma,"Oklahoma City, OK",via ZipRecruiter,"['20 hours ago', 'Full-time']",20 hours ago,Full-time,,19:20.4,['spreadsheet']
1465,,,,,,,,,Senior Data Analyst,Grow Therapy,Anywhere,via LinkedIn,"['6 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",6 hours ago,Full-time,True,19:20.7,"['looker', 'snowflake', 'sql', 'python']"
1466,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Newburg, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,19:21.1,[]
1467,,,,,,,,,Financial Analyst,Community Health Network (Indiana),United States,via ZipRecruiter,"['19 hours ago', 'Full-time']",19 hours ago,Full-time,,19:21.2,[]
1468,35 to 45,an hour,40.0,35.0,45.0,40.0,,83200.0,Master Data Analyst,Hunter International Recruiting,Anywhere,via LinkedIn,"['10 hours ago', '35 to 45 an hour', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,19:21.2,['sap']
1469,77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,Senior Data Analyst - Cox Communities,Cox Communications,"Springdale, AR",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,19:21.2,"['tableau', 'sql', 'alteryx']"
1470,,,,,,,,,Analysis of large dataset,Upwork,Anywhere,via Upwork,"['15 hours ago', 'Work from home', 'Contractor']",15 hours ago,Contractor,True,19:21.7,[]
1471,,,,,,,,,Data Analyst with SQL and Access Exp-100% Remote,Smart Caliber Technology,Anywhere,via LinkedIn,"['6 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",6 hours ago,Full-time,True,19:21.7,['sql']
1472,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Edgar Springs, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,19:21.8,[]
1473,,,,,,,,,Senior Data Analyst - W2 only,TribolaTech Inc,Anywhere,via LinkedIn,"['5 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",5 hours ago,Full-time,True,19:21.8,"['power_bi', 'excel', 'word', 'sql']"
1474,,,,,,,,,Marketing Data Analyst,Entain,Anywhere,via LinkedIn,"['12 hours ago', 'Σ39,998 a year', 'Work from home', 'Full-time', 'No degree mentioned']",12 hours ago,Full-time,True,19:21.8,"['go', 'tableau', 'sql', 'r', 'python']"
1475,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Rolla, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,19:21.8,[]
1476,77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,Senior Data Analyst - Cox Communities,Cox Communications,"Park City, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,19:22.2,"['tableau', 'sql', 'alteryx']"
1477,20 to 75,an hour,47.5,20.0,75.0,47.5,,98800.0,"Seeking Meticulous, Reliable Data Cleaning Analyst",Upwork,Anywhere,via Upwork,"['9 hours ago', '20 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,19:22.2,[]
1478,,,,,,,,,Senior Data Analyst,Modis,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,19:22.2,"['sas', 'c', 'sql', 'r', 'python', 'power_bi']"
1479,,,,,,,,,Senior Data Analyst,Solv.,Anywhere,via LinkedIn,"['9 hours ago', 'Work from home', 'Full-time']",9 hours ago,Full-time,True,19:22.2,"['looker', 'sql']"
1480,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Higbee, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,19:22.3,[]
1481,77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,Senior Data Analyst - Cox Communities,Cox Communications,"Spencer, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:09.2,"['tableau', 'sql', 'alteryx']"
1482,,,,,,,,,"Senior Data Analyst, People Analytics",SiriusXM,Anywhere,via LinkedIn,"['2 hours ago', 'Work from home', 'Full-time']",2 hours ago,Full-time,True,00:09.2,"['go', 'tableau', 'excel']"
1483,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Crane, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:12.3,[]
1484,,,,,,,,,Senior Data Analyst - Marketing,Deluxe,United States,via LinkedIn,"['6 hours ago', 'Full-time']",6 hours ago,Full-time,,00:15.7,"['power_bi', 'sas', 'sql', 'r', 'tableau', 'python']"
1485,,,,,,,,,"Healthcare Data Analyst, DentaQuest",Sun Life,Anywhere,via LinkedIn,"['17 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,True,00:20.4,"['tableau', 'sas', 'excel', 'cognos', 'r', 'python']"
1486,,,,,,,,,Senior Data Analyst,Prime 8 Consulting,Anywhere,via LinkedIn,"['7 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",7 hours ago,Full-time,True,00:20.4,"['dax', 'sql', 'power_bi', 'r', 'python']"
1487,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Rogersville, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:21.6,[]
1488,,,,,,,,,"Sr Data Analyst, Global Sourcing",3M,United States,via LinkedIn,"['9 hours ago', 'Full-time']",9 hours ago,Full-time,,00:21.6,"['sap', 'tableau', 'snowflake', 'power_bi', 'sql', 'java', 'c', 'r', 'python']"
1489,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Jefferson City, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:23.3,[]
1490,,,,,,,,,Sr Data Analyst,The Judge Group,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:23.3,"['sas', 'sql', 'python', 'power_bi']"
1491,,,,,,,,,Business System Data Analyst,S&P Global Commodity Insights,United States,via LinkedIn,"['9 hours ago', 'Full-time']",9 hours ago,Full-time,,00:23.3,"['shell', 'sql', 'power_bi', 'excel', 'r', 'python']"
1492,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Duke, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:23.3,[]
1493,80 to 85,an hour,82.5,80.0,85.0,82.5,,171600.0,Senior Data Analyst,VanderHouwen,Anywhere,via LinkedIn,"['5 hours ago', '80 to 85 an hour', 'Work from home', 'Full-time']",5 hours ago,Full-time,True,00:24.5,"['docker', 'snowflake', 'python', 'aws']"
1494,,,,,,,,,Senior Healthcare Data Analyst (remote),Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Part-time']",15 hours ago,Part-time,True,00:24.5,"['mysql', 'terminal', 'excel', 'qlik', 'tableau', 'vba']"
1495,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Corder, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:24.5,[]
1496,,,,,,,,,Advanced Data Analyst,Forbes Technical Consulting,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Contractor']",11 hours ago,Contractor,True,00:24.5,"['power_bi', 'excel', 'word', 'sas', 'sql', 'powerpoint']"
1497,,,,,,,,,Data Analyst/ Database consultant,Momento USA LLC,Anywhere,via LinkedIn,"['6 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",6 hours ago,Full-time,True,00:26.7,"['excel', 'sql', 'pl/sql']"
1498,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Loose Creek, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:26.7,[]
1499,,,,,,,,,PROJECT DATA ANALYST,Moore Contract Floors,Anywhere,via LinkedIn,"['22 hours ago', 'Work from home', 'Full-time']",22 hours ago,Full-time,True,00:26.7,"['spreadsheet', 'excel', 'word', 'powerpoint']"
1500,,,,,,,,,Clinical Data Analyst,EmblemHealth,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance']",10 hours ago,Full-time,True,00:27.9,"['outlook', 'power_bi', 'excel', 'word', 'sas', 'sql', 'r', 'tableau', 'powerpoint']"
1501,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Springfield, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:09.3,[]
1502,,,,,,,,,Sr. BI & Data Analyst (DTJ),Charles River Laboratories,Anywhere,via LinkedIn,"['6 hours ago', 'Work from home', 'Full-time']",6 hours ago,Full-time,True,00:10.8,"['dax', 'tableau', 'ssrs', 'sql', 'power_bi']"
1503,,,,,,,,,Donor Data Analyst,The Trevor Project,Anywhere,via LinkedIn,"['21 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",21 hours ago,Full-time,True,00:13.3,[]
1504,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Columbia, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:14.5,[]
1505,,,,,,,,,IT Business Data Analyst (Health Care Domain),World Wide Technology,Anywhere,via LinkedIn,"['7 hours ago', 'Work from home', 'Contractor']",7 hours ago,Contractor,True,00:16.3,"['sql', 'excel']"
1506,,,,,,,,,Senior Data Analyst - Remote - USA,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",15 hours ago,Full-time,True,00:18.9,"['ruby', 'javascript', 'azure', 'sql']"
1507,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Houstonia, MO",via Monster,"['21 hours ago', 'Full-time', 'Health insurance']",21 hours ago,Full-time,,00:18.9,[]
1508,55K to 60K,a year,57500.0,55000.0,60000.0,,57500.0,57500.0,Data Analyst and Reporting Developer,Insight Global,Anywhere,via LinkedIn,"['15 hours ago', '55K to 60K a year', 'Work from home', 'Contractor']",15 hours ago,Contractor,True,00:23.0,"['excel', 'sql']"
1509,,,,,,,,,FP&A Business Analyst,Addison Group,United States,via LinkedIn,"['13 hours ago', 'Full-time']",13 hours ago,Full-time,,00:23.0,"['sap', 'sql', 'python']"
1510,,,,,,,,,Data Validation/Visualization Analyst (MUST LIVE IN CALIFORNIA),Real HR Hero,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:23.0,"['tableau', 'sas', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
1511,,,,,,,,,Senior Consumer Compliance Data Analyst - Hybrid/Remote,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:24.3,[]
1512,,,,,,,,,Power BI Analyst,nTech Workforce,Anywhere,via LinkedIn,"['13 hours ago', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:24.3,"['power_bi', 'sharepoint', 'dax', 'sql', 'azure', 'aws']"
1513,,,,,,,,,Data Scientist,Doyensys Inc,Anywhere,via LinkedIn,"['8 hours ago', 'Work from home', 'Full-time']",8 hours ago,Full-time,True,00:24.3,[]
1514,,,,,,,,,Collibra DQ (Data Quality) Lead,"Tanisha Systems, Inc",Anywhere,via LinkedIn,"['9 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,00:24.3,[]
1515,,,,,,,,,Data Engineer,Urbane Systems LLC,United States,via LinkedIn,"['5 hours ago', 'Contractor']",5 hours ago,Contractor,,00:30.2,"['spark', 'sql', 'hadoop']"
1516,,,,,,,,,Data Scientist,ConstructConnect,Anywhere,via LinkedIn,"['6 hours ago', 'Work from home', 'Full-time']",6 hours ago,Full-time,True,00:30.2,"['ruby', 'java', 'sas', 'c', 'sql', 'r', 'python']"
1517,,,,,,,,,Business Intelligence Analyst,Book of the Month,United States,via LinkedIn,"['12 hours ago', 'Full-time']",12 hours ago,Full-time,,00:30.2,"['mysql', 'sql', 'tableau', 'redshift']"
1518,,,,,,,,,Business Intelligence Analyst,The Fresh Market,United States,via LinkedIn,"['14 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",14 hours ago,Full-time,,00:13.9,"['microstrategy', 'sql']"
1519,,,,,,,,,Business Intelligence Analyst,Allied OneSource,"Olathe, KS",via LinkedIn,"['5 hours ago', 'Full-time']",5 hours ago,Full-time,,00:13.9,['sql']
1520,,,,,,,,,Digital Technology Data Analyst (REMOTE),Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:15.5,"['power_bi', 'excel', 'power_bi']"
1521,,,,,,,,,Data Scientist with Shinny and Pharma Exp - W2 CTH - Remote EST,Modis,Anywhere,via LinkedIn,"['12 hours ago', 'Work from home', 'Contractor']",12 hours ago,Contractor,True,00:15.5,"['r', 'tableau', 'python', 'power_bi']"
1522,,,,,,,,,Simulation Analyst,Institute for Healthcare Optimization (IHO),Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:16.8,"['excel', 'r', 'tableau', 'python', 'power_bi']"
1523,,,,,,,,,Data Analyst / Developer #1999032,State of Missouri,"Jefferson City, MO",via LinkedIn,"['23 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",23 hours ago,Full-time,,00:18.0,['sql']
1524,,,,,,,,,"Clinical Data Analyst, Registry (Part-Time, Remote)",Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Part-time']",15 hours ago,Part-time,True,00:18.0,[]
1525,,,,,,,,,Data Analyst,American Technology Consulting - ATC,United States,via LinkedIn,"['14 hours ago', 'Full-time', 'Health insurance']",14 hours ago,Full-time,,00:20.0,[]
